_id,cate,clink,ilink,info,loc,name,point,rand
ObjectId(5d248a2b7a10db99e1b9946a),剧情/家庭/传记,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1312700744.jpg,https://movie.douban.com/subject/1849031/,克里斯•加纳（威尔·史密斯WillSmith饰）用尽全部积蓄买下了高科技治疗仪，到处向医院推销，可是价格高昂，接受的人不多。就算他多努力都无法提供一个良好的生活环境给妻儿，妻子（桑迪·牛顿ThandieNewton饰）最终选择离开家。从此他带着儿子克里斯托夫（贾登·史密斯JadenSmith饰）相依为命。克里斯好不容易争取回来一个股票投资公司实习的机会，就算没有报酬，成功机会只有百分之五，他仍努力奋斗，儿子是他的力量。他看尽白眼，与儿子躲在地铁站里的公共厕所里，住在教堂的收容所里……他坚信，幸福明天就会来临。,美国,当幸福来敲门,9.1,51
ObjectId(5d248a2b7a10db99e1b9946c),剧情/喜剧,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2529571873.jpg,https://movie.douban.com/subject/26985127/,马进欠下债务，与远房表弟小兴在底层社会摸爬滚打，习惯性的买彩票，企图一夜暴富，并迎娶自己的同事姗姗。一日，公司全体员工出海团建，途中，马进收到了彩票中头奖的信息，六千万！就在马进狂喜自己翻身的日子终于到来之际，一场突如其来的滔天巨浪打破了一切。苏醒过来的众人发现身处荒岛，丧失了一切与外界的联系……,中国大陆,一出好戏,7.1,52
ObjectId(5d248a2b7a10db99e1b9946e),喜剧/动作/悬疑/犯罪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2511355624.jpg,https://movie.douban.com/subject/26698897/,唐仁（王宝强饰）为巨额奖金欺骗秦风（刘昊然饰）到纽约参加世界名侦探大赛，然而随着和世界各国侦探们啼笑皆非的较量，两人却发现了隐藏在这次挑战背后的更大秘密...,中国大陆,唐人街探案2,6.7,53
ObjectId(5d248a2b7a10db99e1b99473),剧情/喜剧/动作/西部,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg,https://movie.douban.com/subject/3742360/,民国年间，花钱捐得县长的马邦德（葛优饰）携妻（刘嘉玲饰）及随从走马上任。途经南国某地，遭劫匪张麻子（姜文饰）一伙伏击，随从尽死，只夫妻二人侥幸活命。马为保命，谎称自己是县长的汤师爷。为汤师爷许下的财富所动，张麻子摇身一变化身县长，带着手下赶赴鹅城上任。有道是天高皇帝远，鹅城地处偏僻，一方霸主黄四郎（周润发饰）只手遮天，全然不将这个新来的县长放在眼里。张麻子痛打了黄的武教头（姜武饰），黄则设计害死张的义子小六（张默饰）。原本只想赚钱的马邦德，怎么也想不到竟会被卷入这场土匪和恶霸的角力之中。鹅城上空愁云密布，血雨腥风在所难免……    本片根据马识途的小说《夜谭十记》中的《盗官记》一章改编。,中国大陆/香港,让子弹飞,8.8,54
ObjectId(5d248a2b7a10db99e1b99475),剧情/爱情/家庭,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2558828119.jpg,https://movie.douban.com/subject/27598254/,林大为（张嘉译饰）和王胜男（闫妮饰）是一对欢喜冤家，日常互怼的夫妻生活常常令人捧腹。女儿林妙妙（赵今麦饰）考入重点高中的意外，让两夫妻在女儿的教育问题上产生了分歧。活泼伶俐的林妙妙在学校有三个好朋友：校花邓小琪（王玉雯饰）、学霸钱三一（郭俊辰饰）和开心果江天昊（姜冠南饰）。从初入高中的紧张兴奋到携手跨过高考大关，四位少年在高中三年生活中除了面对高考，还有着友情的危机和各自家庭的烦恼......四个家庭在经历了变故与波折后，找到了各自的方向，最终收获了成长。,中国大陆,少年派,6.6,55
ObjectId(5d248a2b7a10db99e1b99477),动作/科幻/战争/冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2180085848.jpg,https://movie.douban.com/subject/1652587/,"    战斗中负伤而下身瘫痪的前海军战士杰克•萨利（萨姆•沃辛顿SamWorthington饰）决定替死去的同胞哥哥来到潘多拉星操纵格蕾丝博士（西格妮•韦弗SigourneyWeaver饰）用人类基因与当地纳美部族基因结合创造出的“阿凡达”混血生物。杰克的目的是打入纳美部落，外交说服他们自愿离开世代居住的家园，从而SecFor公司可砍伐殆尽该地区的原始森林，开采地下昂贵的“不可得”矿。在探索潘多拉星的过程中，杰克遇到了纳美部落的公主娜蒂瑞（佐伊•索尔达娜ZoeSaldana饰），向她学习了纳美人的生存技能与对待自然的态度。与此同时，SecFor公司的经理和军方代表上校迈尔斯（史蒂芬•朗StephenLang饰）逐渐丧失耐心，决定诉诸武力驱赶纳美人……    本片采用3D技术拍摄，共耗资5亿美元制作发行，是电影史上最为昂贵的作品。本片荣获...",美国/英国,阿凡达,8.7,56
ObjectId(5d248a2b7a10db99e1b99479),动作/科幻/冒险/灾难,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554370800.jpg,https://movie.douban.com/subject/25890017/,随着《哥斯拉》和《金刚：骷髅岛》在全球范围内取得成功，传奇影业和华纳兄弟影业联手开启了怪兽宇宙系列电影的新篇章—一部史诗级动作冒险巨制。在这部电影中，哥斯拉将和众多大家在流行文化中所熟知的怪兽展开较量。全新故事中，研究神秘动物学的机构“帝王组织”将勇敢直面巨型怪兽，其中强大的哥斯拉也将和魔斯拉、拉顿和它的死对头——三头王者基多拉展开激烈对抗。当这些只存在于传说里的超级生物再度崛起时，它们将展开王者争霸，人类的命运岌岌可危……,美国,哥斯拉2：怪兽之王,6.4,57
ObjectId(5d248a2b7a10db99e1b9947b),喜剧/爱情/奇幻/古装,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1280323646.jpg,https://movie.douban.com/subject/1299398/,孙悟空（周星驰）护送唐三藏（罗家英）去西天取经路上，与牛魔王合谋欲杀害唐三藏，并偷走了月光宝盒，此举使观音萌生将其铲除心思，经唐三藏请求，孙悟空被判五百年后重新投胎做人赎其罪孽。    五百年后孙悟空化身强盗头头至尊宝。当遇见预谋吃唐僧肉的妖怪姐妹蜘蛛精春三十娘（蓝洁瑛）和白骨精白晶晶（莫文蔚）时，因为五百年前孙悟空曾与白晶晶有过一段恋情，至尊宝与她一见钟情，但因菩提老祖将二人妖怪身份相告，至尊宝仍带领众强盗开始与二妖展开周旋，过程中，白晶晶为救至尊宝打伤春三十娘，自己也中毒受伤，为了救白晶晶，至尊宝去找春三十娘，遭白晶晶误会，绝望自杀，至尊宝开始用月光宝盒以期使时光倒流。,香港/中国大陆,大话西游之月光宝盒,9.0,58
ObjectId(5d248a2b7a10db99e1b9947d),剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p524964016.jpg,https://movie.douban.com/subject/3011091/,"    八公（Forest饰）是一条谜一样的犬，因为没有人知道它从哪里来。教授帕克（理查·基尔RichardGere饰）在小镇的火车站拣到一只走失的小狗，冥冥中似乎注定小狗和帕克教授有着某种缘分，帕克一抱起这只小狗就再也放不下来，最终，帕克对小狗八公的疼爱感化了起初极力反对养狗的妻子卡特（琼·艾伦JoanAllen饰）。八公在帕克的呵护下慢慢长大，帕克上班时八公会一直把他送到车站，下班时八公也会早早便爬在车站等候，八公的忠诚让小镇的人家对它更加疼爱。有一天，八公在帕克要上班时表现异常，居然玩起了以往从来不会的捡球游戏，八公的表现让帕克非常满意，可是就是在那天，帕克因病去世。帕克的妻子、女儿安迪（萨拉·罗默尔SarahRoemer饰）及女婿迈克尔（罗比·萨布莱特RobbieSublett饰）怀着无比沉痛的心情埋葬了帕克，可是不明就里的...",美国/英国,忠犬八公的故事,9.3,59
ObjectId(5d248a2b7a10db99e1b9947f),喜剧/爱情/古装,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg,https://movie.douban.com/subject/1306249/,唐伯虎（周星驰饰）身为江南四大才子之首，却有道不尽的心酸。宁王想唐伯虎帮忙图谋作反，唐伯虎只好用内功改变脉象，令众人都相信他命不久矣。母亲埋怨他不应该把功夫暴露，因为他们家族一直被当年的仇人追杀。唐伯虎在与朋友出游时，遇到了貌若天仙的秋香并对她一见钟情，决心要到华府当家丁以追求秋香，唐伯虎被取名华安。期间华太师遇到了宁王上门刁难，幸好有唐伯虎出面相助，并暴露了自己是唐伯虎的身份。秋香才知道华安是自己欣赏的唐伯虎。华夫人跟唐家有怨，因此二人便开始斗法。怎料宁王跟夺面书生再次上门，华夫人不是对手，幸得唐伯虎出手，华夫人也答应把秋香许配给唐伯虎。,香港,唐伯虎点秋香,8.5,60
ObjectId(5d248a2b7a10db99e1b99481),剧情/喜剧/动画/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p485887754.jpg,https://movie.douban.com/subject/2129039/,"    小男孩卡尔（CarlFredricksen）怀揣着对于冒险的热爱偶遇假小子艾丽（Ellie），而艾丽把整个屋子当成一艘大飞船游戏居然使他对这个女孩子有些着迷，相同的爱好最终使两个人成为了一生的爱侣。    他们有一个梦想，那就是有朝一日要去南美洲的“仙境瀑布”探险，但直到艾丽去世，这个梦想也未能实现。终于有一天，曾经专卖气球的老人卡尔居然用五颜六色的气球拽着他的房子飞上了天空，他决定要去实现他们未曾实现的梦想。令卡尔始料不及的是，门廊居然搭上了一个自称是“荒野开拓者”的小男孩小罗（Russell），小罗的喋喋不休让卡尔对这个小胖墩格外讨厌。    一老一少在飞行中经过了千难万险终于看到了传说中的“仙境瀑布”，在相处过程中卡尔发现小罗其实是个惹人怜爱的孩子。在步行穿越一座森林时，他们遇到了不会飞的大鸟凯文（Kevin）和一只会说话的狗狗逗逗（Dug），让老人惊讶...",美国,飞屋环游记,9.0,61
ObjectId(5d248a2b7a10db99e1b99483),剧情/动作/悬疑/犯罪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2535260806.jpg,https://movie.douban.com/subject/26425063/,身陷囹圄的李问（郭富城饰）被引渡回港，他原本隶属于一个的跨国假钞制贩组织。该组织曾犯下过多宗恶性案件，而首脑“画家”不仅始终逍遥法外，连真面目都没人知道。为了逼迫李问吐露“画家”真实身份，警方不惜用足以判死刑的假罪证使其就范。就在此时，富有的遗孀阮文（张静初饰）申请保释李问，而警方提出的条件依然是“画家”的真面目。    原来早在十数年前，李问和阮文是一对画家情侣，无奈女友的作品受人青睐，李问的画作却被贬得一文不值。就在此困顿期间，他制作假画的才能被“画家”（周润发饰）发掘，进而成为对方美元假币团伙中的一员……,中国大陆/香港,无双,8.1,62
ObjectId(5d248a2b7a10db99e1b99485),剧情/奇幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg,https://movie.douban.com/subject/1929463/,"    故事开始于蒙特娄，也结束于蒙特娄。一名在找寻灵感的作家（拉菲·斯波RafeSpall饰）无意间得知派·帕帖尔（伊尔凡·可汗IrrfanKhan饰）的传奇故事。派的父亲（阿迪勒·侯赛因AdilHussain饰）开了一家动物园。因这样特殊的生活环境，少年派（苏拉·沙玛SurajSharma饰）对信仰与人的本性自有一套看法。在派17岁那一年，他的父母决定举家移民加拿大以追求更好的生活，而他也必须离开他的初恋情人。在前往加拿大的船上，他们遇见一位残忍成性的法国厨师（杰拉尔·德帕迪约GérardDepardieu饰）。当天深夜在茫茫大海中，原本令派感到刺激无比的暴风雨一瞬间就成了吞噬货船的大灾难。派却奇迹般地活了下来，搭着救生船在太平洋上漂流，而且有一名最令人意想不到的同伴——理查德·帕克，一只孟加拉老虎。神奇的冒险旅程就这样意...",美国/台湾/英国/加拿大,少年派的奇幻漂流,9.0,63
ObjectId(5d248a2b7a10db99e1b99487),剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554916825.jpg,https://movie.douban.com/subject/30181230/,品味新闻台编辑台主管宋乔安（贾静雯饰）的儿子是二年前李晓明无差别杀人事件的罹难者，先生刘昭国（温升豪饰）是网络先驱报的创办人，夫妻在儿子走后因现实磨难渐行渐远准备离婚，但11岁的女儿行为却日渐失序，为了女儿终逼二人必须重新检视自己身上的伤口。李晓明的辩护律师王赦（吴慷仁饰），在李晓明死刑定案之后，仍想要了解其犯罪动机，锲而不舍的他，开启了众人命运的连结。,台湾,我们与恶的距离,9.5,64
ObjectId(5d248a2b7a10db99e1b99489),动画/奇幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,https://movie.douban.com/subject/1297359/,为了拯救危难中的村民，阿斯达卡的右手中了凶煞神的诅咒。他卡只好离开亲人往西方流浪以寻找解除诅咒的方法。旅途中他遇到了由幻姬大人带领的穷苦村民在麒麟兽的森林里开采铁矿，提炼矿石。    白狼神莫娜和她养大的人类女孩“幽灵公主”桑对幻姬恨之入骨，因为她们觉得幻姬带领众人破坏了森林。想帮助人类的阿斯达卡被桑深深吸引，他理解她，但为了帮助穷人又不得不和她作战。一次战斗中，阿斯达卡被麒麟兽所救，他的立场更加摇摆不定。    这时，以疙瘩和尚为首的一群人来杀麒麟兽，幻姬以火枪击毙了麒麟，麒麟的头被疙瘩和尚抢走。愤怒的麒麟的灵魂为夺回自己的头，大肆破坏着森林。阿斯达卡和桑联手决定帮麒麟夺回头颅。,日本,幽灵公主,8.9,65
ObjectId(5d248a2b7a10db99e1b9948b),剧情/喜剧,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2539661066.jpg,https://movie.douban.com/subject/27110296/,来自乡村的笨贼眼镜（章宇饰）和大头（潘斌龙饰）抢了一家手机店，慌乱之中逃进坐着轮椅的单身女子嘉旗（任素汐饰）的家中。嘉旗早已失去活着的欲望，她强横地要求俩笨贼杀死自己。另一边，某楼盘老板资金链断裂跑路，留下保安马先勇（陈建斌饰）与讨债者周旋。马曾经是立功无数的协警，可就在转正的关头因为一场车祸毁了原本看似美好的一切。不久前他挖到一把喷子，原本打算交给当初的警察好友立功，却发现喷子被换成了水枪。而成为了新闻的手机抢劫案，让马先勇意识到喷子正在劫匪的手上。    漫长的一天，所有与之相关的老老少少都在纠结煎熬。他们是渺小的无名之辈，却真真切切感受到来自命运的重压……,中国大陆,无名之辈,8.1,66
ObjectId(5d248a2b7a10db99e1b9948d),动作/奇幻/冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2541280047.jpg,https://movie.douban.com/subject/3878007/,许多年前，亚特兰蒂斯女王（妮可·基德曼NicoleKidman饰）和人类相知相恋，共同孕育了爱情的结晶——后来被陆地人称为海王的亚瑟·库瑞（杰森·莫玛JasonMomoa饰）。在成长的过程中，亚瑟接受海底导师维科（威廉·达福WillemDafoe饰）的严苛训练，时刻渴望去看望母亲，然而作为混血的私生子这却是奢望。与此同时，亚瑟的同母异父兄弟奥姆（帕特里克·威尔森PatrickWilson饰）成为亚特兰蒂斯的国王，他不满陆地人类对大海的荼毒与污染，遂谋划联合其他海底王国发动对陆地的全面战争。为了阻止他的野心，维科和奥姆的未婚妻湄拉（艾梅柏·希尔德AmberHeard饰）将亚瑟带到海底世界。    宿命推动着亚瑟，去寻找失落已久的三叉戟，建立一个更加开明的海底王国……,美国/澳大利亚,海王,7.6,67
ObjectId(5d248a2b7a10db99e1b9948f),剧情/音乐,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p511146807.jpg,https://movie.douban.com/subject/1292001/,本片讲述了一个钢琴天才传奇的一生。    1900年，Virginian号豪华邮轮上，一个孤儿被遗弃在头等舱，由船上的水手抚养长大，取名1900（蒂姆•罗斯饰）。1900慢慢长大，显示出了无师自通的非凡钢琴天赋，在船上的乐队表演钢琴，每个听过他演奏的人，都被深深打动。爵士乐鼻祖杰尼听说了1900的高超技艺，专门上船和他比赛，最后自叹弗如，黯然离去。    可惜，这一切的事情都发生在海上，1900从来不愿踏上陆地，直到有一天，他爱上了一个女孩，情愫在琴键上流淌。他会不会为了爱情，踏上陆地开始新的生活，用他的琴声惊艳世界？他将怎样谱写自己非凡的人生。,意大利,海上钢琴师,9.2,68
ObjectId(5d248a2b7a10db99e1b99491),动作/战争,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2494701965.jpg,https://movie.douban.com/subject/26363254/,由于一怒杀害了强拆牺牲战友房子的恶霸，屡立功勋的冷锋（吴京饰）受到军事法庭的判决。在押期间，亲密爱人龙小云壮烈牺牲。出狱后，冷锋辗转来到非洲，他辗转各地，只为寻找杀害小云的凶手。在此期间，冷锋逗留的国家发生叛乱，叛徒红巾军大开杀戒，血流成河。中国派出海军执行撤侨任务，期间冷锋得知有一位陈博士被困在五十五公里外的医院，而叛军则试图抓住这位博士。而从另一位华侨（于谦饰）口中得知，杀害小云的凶手正待在这个国家。    在无法得到海军支援的情况下，冷锋只身闯入硝烟四起的战场。不屈不挠的战狼，与冷酷无情的敌人展开悬殊之战……,中国大陆,战狼2,7.1,69
ObjectId(5d248a2b7a10db99e1b99493),剧情/音乐,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910824951.jpg,https://movie.douban.com/subject/1291549/,1949年的法国乡村，音乐家克莱门特（杰勒德•尊诺饰）到了一间外号叫“塘低”的男子寄宿学校当助理教师。学校里的学生大部分都是难缠的问题儿童，体罚在这里司空见惯，学校的校长（弗朗西斯•贝尔兰德饰）只顾自己的前途，残暴高压。    性格沉静的克莱门特尝试用自己的方法改善这种状况，他重新创作音乐作品，组织合唱团，决定用音乐的方法来打开学生们封闭的心灵。    然而，事情并不顺利，克莱门特发现学生皮埃尔•莫安琦（尚•巴堤•莫里耶饰）拥有非同一般的音乐天赋，但是单亲家庭长大的他，性格异常敏感孤僻，怎样释放皮埃尔的音乐才能，让克莱门特头痛不已；同时，他与皮埃尔母亲的感情也渐渐微妙起来。,法国/瑞士/德国,放牛班的春天,9.3,70
ObjectId(5d248a2b7a10db99e1b99495),科幻/悬疑/惊悚,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2551172384.jpg,https://movie.douban.com/subject/30164448/,小男孩尼克（胡里奥·博希加斯JulioBohigas-Couto饰）在一个风雨交加的夜晚目睹了邻居安吉尔（哈维尔·古铁雷斯JavierGutiérrez饰）杀害自己妻子的场面。在和安吉尔的追逐之中，一辆车将尼克撞倒，导致了他的死亡。一晃眼多年过去，薇拉（阿德丽安娜·尤加特AdrianaUgarte饰）和丈夫大卫（阿尔瓦罗·莫奇ÁlvaroMorte饰）带着他们的女儿住进了尼克曾经居住过的房子。    有一个电闪雷鸣的夜晚，薇拉意外的在电视里看到了尼克，让薇拉感到震惊的是，自己似乎能够通过电视和25年前的尼克对话。在薇拉的告诫之下，尼克免于一死，但过去的改变也牵连着薇拉的生活发生了巨变。大卫不再是薇拉的丈夫，而他们的女儿自然也不复存在。,西班牙,海市蜃楼,7.8,71
ObjectId(5d248a2b7a10db99e1b99497),剧情/悬疑/犯罪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2233971046.jpg,https://movie.douban.com/subject/1307914/,1991年，香港黑帮三合会会员刘健明（刘德华）听从老大韩琛（曾志伟）的吩咐，加入警察部队成为黑帮卧底，韩琛许诺刘健明会帮其在七年后晋升为见习督察。1992年，警察训练学校优秀学员陈永仁（梁朝伟）被上级要求深入到三合会做卧底，终极目标是成为韩琛身边的红人。2002年，两人都不负重望，也都身背重压，刘健明渐想成为一个真正的好人，陈永仁则盼着尽快回归警察身份。    重案组从陈永仁手中获悉一批毒品交易情报，锁紧目标人物韩琛，没料情报被刘健明泄出，双方行动均告失败。但此事将双方均有卧底的事实暴露，引发双方高层清除内鬼的决心。命运迥异又相似的刘健明和陈永仁开始在无间道的旅程中接受严峻考验。,香港,无间道,9.2,72
ObjectId(5d248a2b7a10db99e1b99499),喜剧/动画/冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,https://movie.douban.com/subject/3287562/,超级坏蛋格鲁（史蒂夫·卡瑞尔SteveCarell配音）在听说埃及金字塔被盗的新闻后不满市面上新贼辈出，决定在纳法利欧博士（拉塞尔·布兰德RussellBrand配音）的帮助下建造火箭升空盗取月亮。在向坏蛋银行贷款的过程中，格鲁盗取的收缩射线枪被新贼维克托（杰森·席格尔JasonSegel配音）抢走。为了夺回收缩射线枪，格鲁决定领养三位孤儿——玛戈（米兰达·卡斯格拉夫MirandaCosgrove配音）、伊迪丝（达娜·盖伊DanaGaier配音）和阿格蕾丝（埃尔希·费舍ElsieFisher配音），利用她们进入维克托的城堡兜售饼干的机会实施偷盗，计划成功后再偷偷处理掉三个小孩。然而在平凡的日常相处中，格鲁却发现自己越来越离不开这三个小鬼，但这样的感情用事却将严重影响周密的盗月计划……,美国/法国,神偷奶爸,8.5,73
ObjectId(5d248a2b7a10db99e1b9949b),喜剧/爱情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264377763.jpg,https://movie.douban.com/subject/25964071/,在学生时代的初恋秋雅（王智饰）的婚礼上，毕业后吃软饭靠老婆养的夏洛（沈腾饰）假充大款，出尽其丑，中间还被老婆马冬梅（马丽饰）戳穿暴捶。混乱之中，夏洛意外穿越时空，回到了1997年的学生时代的课堂里。他懵懵懂懂，以为是场真实感极强的梦，于是痛揍王老师，强吻秋雅，还尝试跳楼让自己醒来。当受伤的他从病床上苏醒时，他意识到自己真的穿越了时空。既然有机会重新来过，那不如好好折腾一回。他勇敢追求秋雅、奚落优等生袁华（尹正饰）、拒绝马冬梅的死缠烂打。后来夏洛凭借“创作”朴树、窦唯等人的成名曲而进入娱乐圈。    他的人生发生翻天覆地的巨变，但是内心某个地方却越来越感到空虚……,中国大陆,夏洛特烦恼,7.6,74
ObjectId(5d248a2b7a10db99e1b9949d),剧情/科幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206088801.jpg,https://movie.douban.com/subject/1889243/,"    近未来的地球黄沙遍野，小麦、秋葵等基础农作物相继因枯萎病灭绝，人类不再像从前那样仰望星空，放纵想象力和灵感的迸发，而是每日在沙尘暴的肆虐下倒数着所剩不多的光景。在家务农的前NASA宇航员库珀（马修·麦康纳MatthewMcConaughey饰）接连在女儿墨菲（麦肯吉·弗依MackenzieFoy饰）的书房发现奇怪的重力场现象，随即得知在某个未知区域内前NASA成员仍秘密进行一个拯救人类的计划。多年以前土星附近出现神秘虫洞，NASA借机将数名宇航员派遣到遥远的星系寻找适合居住的星球。在布兰德教授（迈克尔·凯恩MichaelCaine饰）的劝说下，库珀忍痛告别了女儿，和其他三名专家教授女儿艾米莉亚·布兰德（安妮·海瑟薇AnneHathaway饰）、罗米利（大卫·吉雅西DavidGyasi饰）、多伊尔（韦斯·本特利WesB...",美国/英国/加拿大/冰岛,星际穿越,9.2,75
ObjectId(5d248a2b7a10db99e1b9949f),动作/惊悚/灾难,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,https://movie.douban.com/subject/25986180/,证券公司基金管理人石宇（孔侑饰）光鲜精干，却也是个重利轻义之徒。妻子为此与之决裂，女儿秀安（金秀安饰）则对如此自私的父亲越来越失望，决定前往釜山和母亲生活。在秀安生日这天，石宇抽出时间陪伴女儿登上开往釜山的特快列车。而与此同时，城市四处出现了极为可疑的暴动事件。政府极力洗白无法掩盖丧尸肆虐的事实，即便懵然无知的列车乘客也因为不速之客的到来而堕入恐慌绝望的地狱中。开车的刹那，一名感染者冲入车厢，而她很快尸变并对目光所及之处的健康人展开血腥屠杀。未过多久，丧尸便呈几何数爆发性地增长。石宇被迫和幸存者的乘客们在逼仄的空间中奋力求生。    通往釜山的遥遥旅途布满杀机，危难时刻每个幸存者的人性也承受巨大的考验……,韩国,釜山行,8.4,76
ObjectId(5d248a2b7a10db99e1b994a1),爱情/科幻/动画/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg,https://movie.douban.com/subject/2131459/,公元2805年，人类文明高度发展，却因污染和生活垃圾大量增加使得地球不再适于人类居住。地球人被迫乘坐飞船离开故乡，进行一次漫长无边的宇宙之旅。临行前他们委托Buynlarge的公司对地球垃圾进行清理，该公司开发了名为WALL·E（WasteAllocationLoadLifters–Earth地球废品分装员）的机器人担当此重任。    这些机器人按照程序日复一日、年复一年辛勤工作，但随着时间的流逝和恶劣环境的侵蚀，WALL·E们接连损坏、停止运动。最后只有一个仍在进行这项似乎永无止境的工作。经历了漫长的岁月，它开始拥有了自己的意识。它喜欢将收集来的宝贝小心翼翼藏起，喜欢收工后看看几百年前的歌舞片，此外还有一只蟑螂朋友作伴。直到有一天，一艘来自宇宙的飞船打破了它一成不变的生活……    本片荣获2009年第81届奥斯卡最佳动画长片奖。,美国,机器人总动员,9.3,77
ObjectId(5d248a2b7a10db99e1b994a3),剧情/喜剧/爱情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1043597424.jpg,https://movie.douban.com/subject/1302425/,尹天仇（周星驰饰）一直醉心戏剧，想成为一名演员，平时除了做跑龙套以外，还会在街坊福利会里开设演员训练班。此时舞小姐柳飘飘在妈妈桑的带领下来到这里要求学做戏，原来柳飘飘有一段非常不愉快的经历，在尹天仇对她指导的过程中，柳飘飘对尹天仇渐生情愫，同时她也成为了夜总会里当红的小姐。尹天仇受到了极多白眼之后，终于得到了大明星鹃姐（莫文蔚饰）的赏识，提携他担演新戏中的男主角，但没想到突然把他的角色换掉了，令他失望不已。在片场当场务的卧底警员（吴孟达饰）身份被识穿，尹天仇阴差阳错的帮忙破了案。之后尹天仇继续活跃在街坊福利会的演员训练班里。,香港,喜剧之王,8.7,78
ObjectId(5d248a2b7a10db99e1b994a5),动画/奇幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p454118602.jpg,https://movie.douban.com/subject/1959877/,金鱼姬是一条活泼好动的小鱼，一次偶然的机会，它在涨潮时被冲进了玻璃瓶中无法脱身。此时，刚好来海边度假的男孩宗介路过，帮它解困，从此人鱼相识。宗介把金鱼抱回家里喂养，一起玩耍，感情甚笃。由于海员父亲终日出航，宗介只得跟母亲相依为命，这让他的性格孤僻自闭，甚至对长辈也不理不睬。但是，遇到金鱼姬后，宗介逐渐改变了对生活的冷漠态度，这也让他慢慢修复了性格中的缺陷。一次意外的海啸中，宗介撞伤了身体，金鱼姬沾染到了人类的血，飘回了大海之中。原来海洋中还有另外一个世界，那里有个操控水文环境的古怪男子藤本，因为发现了人类污染环境的丑陋，所以自造了另一个水中世界。他发现金鱼姬沾染了人气，正准备用魔法将它打回原形，却事与愿违……,日本,悬崖上的金鱼姬,8.4,79
ObjectId(5d248a2b7a10db99e1b994a7),动作/科幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p451885601.jpg,https://movie.douban.com/subject/3066739/,"    钢铁侠托尼·斯塔克（小罗伯特·唐尼RobertDowneyJr.饰）在国会听证上拒绝交出最新技术。与此同时，他发现胸口的微型电弧反应炉正迅速造成血液的钯金属中毒。沮丧的托尼将斯塔克公司的总裁职务交予了秘书波兹（格温妮丝·帕特罗GwynethPaltrow饰），由她全权负责正在进行的纽约斯塔克博览会。波兹从法律部门调来助理娜塔莉（斯佳丽·约翰逊ScarlettJohansson饰）照顾托尼。托尼在媒体前的高调亮相引起了其父当年同事的儿子，伊凡（米基·洛克MickeyRourke饰）的不满。为了实施报复，他子承父业，研制出了一套可与钢铁战衣相媲美的装备。伊凡的技术引起了托尼的竞争对手，军火商贾斯丁·汉默（山姆·洛克威尔SamRockwell饰）的注意，他设法将伊凡劫持出狱，秘密研究取代钢铁侠。正当托尼苦于钯金属中毒造成的失...",美国,钢铁侠2,7.6,80
